election,AK1,AL1,AR1,CO1,DE1,GA1,HI1,IA1,ID1,IL1,KS1,KY1,LA1,MA1,ME1,MI1,MN1,MS1,MT1,NC1,NE1,NH1,NJ1,NM1,OK1,OK2,OR1,RI1,SC1,SC2,SD1,TN1,TX1,VA1,WV1,WY1,seats
173,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
174,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
175,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,r,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,d,r,23
176,d,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
177,r,r,r,d,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
178,r,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
179,r,r,r,r,d,r,d,d,r,d,r,d,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
180,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
181,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
182,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
183,r,r,r,r,d,d,d,r,r,d,d,r,d,d,r,d,d,d,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
184,d,r,r,d,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
185,d,r,r,d,d,r,d,d,r,d,d,r,d,d,r,d,d,d,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
186,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
187,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
188,d,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,d,d,r,r,21
189,r,r,r,r,d,d,d,d,r,d,d,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
190,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
191,r,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,d,r,d,r,r,18
192,d,r,d,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
193,r,r,r,r,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
194,r,r,d,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,d,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
195,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,d,d,r,r,21
196,r,r,r,r,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
197,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,25
198,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
199,d,r,r,r,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
200,d,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,r,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
201,d,r,d,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
202,d,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
203,d,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
204,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
205,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
206,d,r,r,d,d,r,d,d,r,d,d,d,r,r,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,d,r,r,r,d,r,r,19
207,r,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
208,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,r,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
209,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,d,r,d,d,r,r,r,r,r,d,r,r,22
210,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
211,d,r,r,r,d,r,d,r,r,d,r,d,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
212,r,r,r,r,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
213,r,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
214,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
215,d,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
216,d,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
217,r,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
218,d,r,r,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
219,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
220,r,r,d,d,d,r,d,r,r,d,r,d,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
221,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,r,d,r,r,d,d,r,r,r,r,r,d,r,r,24
222,d,r,r,r,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
223,d,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
224,r,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
225,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
226,r,r,r,r,r,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,25
227,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
228,r,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
229,r,r,d,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
230,d,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
231,r,r,r,d,d,r,d,d,r,d,r,d,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
232,r,r,r,d,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
233,r,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
234,r,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
235,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
236,r,r,r,d,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
237,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
238,r,r,r,d,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,r,r,r,23
239,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,d,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
240,d,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
241,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,d,r,r,r,r,d,r,r,20
242,r,r,r,r,d,r,d,r,r,d,d,d,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
243,d,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,d,r,21
244,r,r,d,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
245,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,r,r,r,r,r,r,d,r,r,22
246,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
247,d,r,r,r,d,d,d,d,r,d,r,d,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
248,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
249,r,r,r,r,d,d,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
250,d,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
251,r,r,r,r,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
252,d,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
253,r,r,r,d,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
254,d,r,r,r,d,r,d,r,r,d,r,r,d,d,d,d,d,r,r,d,r,d,d,r,r,r,d,d,r,r,r,r,r,d,r,r,21
255,r,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
256,r,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
257,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,r,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
258,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,d,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
259,d,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
260,r,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
261,r,r,d,d,d,d,d,r,r,d,r,r,r,d,r,d,r,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
262,r,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
263,d,r,d,d,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
264,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
265,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
266,d,r,r,r,d,d,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
267,r,r,r,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
268,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
269,d,r,r,r,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
270,d,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
271,d,r,r,d,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
272,r,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
273,r,r,d,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
274,r,r,r,r,d,d,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
275,r,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
276,d,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
277,d,r,r,r,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,d,r,r,r,r,d,r,r,20
278,r,r,r,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
279,r,r,r,d,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
280,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
281,r,r,d,d,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
282,d,r,r,d,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
283,r,r,r,d,d,d,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
284,r,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
285,r,r,r,r,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
286,d,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
287,d,r,d,d,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
288,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
289,d,r,d,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
290,d,r,r,d,d,d,d,d,r,d,d,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,18
291,r,r,r,d,d,r,d,d,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
292,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,24
293,d,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
294,d,r,r,r,d,d,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,20
295,r,r,r,d,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
296,r,r,d,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
297,d,r,r,d,d,r,d,r,r,d,r,r,d,d,r,d,d,d,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
298,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,d,r,d,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
299,r,r,d,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
300,r,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,r,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
301,r,r,r,d,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
302,d,r,r,r,d,r,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
303,r,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
304,r,r,r,r,d,d,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
305,r,r,d,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
306,d,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
307,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
308,r,r,r,r,d,r,d,r,d,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
309,r,r,d,d,d,d,d,d,r,d,r,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
310,r,r,r,d,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
311,d,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
312,r,r,d,r,d,d,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,r,r,r,d,d,r,r,r,r,r,d,r,r,23
313,r,r,r,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
314,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,r,d,r,r,r,r,r,d,r,r,21
315,d,r,r,r,d,d,d,d,r,d,r,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
316,r,r,d,r,d,d,d,r,r,d,r,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
317,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,r,r,r,24
318,r,r,r,r,d,d,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
319,d,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
320,r,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
321,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,r,r,d,r,r,d,d,r,r,r,r,r,d,r,r,24
322,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
323,r,r,r,d,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
324,d,r,r,d,d,d,d,d,d,r,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
325,d,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
326,d,r,r,r,d,r,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,d,r,d,r,r,20
327,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
328,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,23
329,r,r,r,d,d,d,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
330,r,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
331,r,r,r,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
332,r,r,r,r,d,r,d,r,r,d,d,d,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
333,d,r,r,r,d,r,d,d,r,d,d,d,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
334,d,r,r,d,d,r,d,r,r,d,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
335,d,r,r,d,d,r,d,d,r,d,r,r,d,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
336,d,r,r,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
337,d,r,r,d,d,d,d,r,r,r,r,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
338,d,r,d,r,d,d,d,d,r,d,d,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
339,d,r,r,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
340,d,r,r,r,d,r,d,d,r,d,d,d,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
341,r,r,r,r,d,d,d,d,r,d,d,r,d,d,r,r,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
342,r,r,d,r,d,r,d,r,r,d,d,r,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,d,d,r,r,21
343,r,r,r,d,d,r,d,d,r,d,d,d,d,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,20
344,r,r,d,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
345,r,r,d,r,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
346,r,r,r,r,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,25
347,d,r,r,d,d,r,d,r,r,d,d,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
348,r,r,r,d,d,r,d,r,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,22
349,r,r,d,r,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
350,r,r,r,d,d,r,d,d,r,d,d,d,r,d,r,d,d,r,r,r,r,r,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
351,d,r,r,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,r,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,21
352,d,r,r,r,d,d,d,r,r,d,r,r,d,d,r,d,d,r,r,d,r,d,d,d,r,r,d,r,r,r,r,r,r,d,r,r,21
353,d,r,d,d,d,r,d,d,r,d,r,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
354,d,r,r,d,d,r,d,d,r,d,d,r,r,d,r,d,d,r,r,d,r,d,d,d,r,r,d,d,r,r,r,r,r,d,r,r,19
